0,1,2
198,How many authors contributed to paper W13-4051,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W13-4051' 
902,Give the affiliationid of A-435  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-435'"
280,What is the number of Authors of P13-1155,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P13-1155' 
294,What is the number of Authors of W07-1003,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W07-1003' 
1590,What is the venue for the conference with the ID C-281?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-281;
405,Count the numberFields associated with paperID P08-2060,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'P08-2060'
123,How many papers are written by A-17439?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-17439'
1230,How many author have name which contains with Hal ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Hal%';
203,How many authors contributed to paper W11-2029,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W11-2029' 
854,List all authids with AF-542,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-542'
247,List all the authors for W10-4162,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W10-4162' 
1505,How many total conferences have been held at Proceedings of the First workshop on Unsupervised Learning in NLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the First workshop on Unsupervised Learning in NLP;
1662,Which conference was held at VL and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=VL AND Year=Year;
1643,How many conferences held after 1996?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1996;
1176,How many author have name which begins with Sin ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Sin%';
1455,What is the Field ID in which the conference with ID C-422 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-422' ;
389,What are the Fields associated with paperID X93-1010?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'X93-1010'
1535,How many total conferences have been held at Workshop On Applied Interlinguas: Practical Applications Of Interlingual Approaches To NLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Applied Interlinguas: Practical Applications Of Interlingual Approaches To NLP;
873,Count all authids with AF-816,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-816'
220,List all the authors for W98-0716,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W98-0716' 
646,List all the Paper IDs of the paper with title starting with TIPST?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'TIPST%'
1,List all the authors,SELECT DISTINCT AuthID FROM PaperID_AuthID
113,How many papers are written by A-14453?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-14453'
704,How many affliates are located in Schaumburg IL,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Schaumburg IL%
1674,Which conference was held at 2000 Joint SIGDAT Conference on Empirical Methods in Natural Language Processing and Very Large Corpora and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=2000 Joint SIGDAT Conference on Empirical Methods in Natural Language Processing and Very Large Corpora AND Year=Year;
973,What is the Name of the Author with ID A-17020 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-17020';
1529,How many total conferences have been held at Workshop On Computationally Hard Problems And Joint Inference In Speech And Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Computationally Hard Problems And Joint Inference In Speech And Language Processing;
1439,What is the Field ID in which the conference with ID C-486 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-486' ;
1438,What is the Field ID in which the conference with ID C-278 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-278' ;
1315,What is the Conference ID of the conference in which paper of the id W14-4401 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='W14-4401';
1578,What is the venue for the conference with the ID C-252?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-252;
446,what is the summary of paper with paperID W05-0604 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W05-0604' 
1159,What are the IDs of the Authors whose name begin with Carl ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Carl%';
1279,List all the Conference ID with more than 108 Papers,"SELECT COUNT(*),ConfID FROM ConfID_PaperID GROUP BY ConfID HAVING COUNT(*)>108;"
1426,What is the Field ID in which the conference with ID C-151 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-151' ;
668,List all the affliates located in Union City CA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Union City CA%'
1702,Which conference was held at Workshop On Computational Environments For Grammar Development And Linguistic Engineering and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Computational Environments For Grammar Development And Linguistic Engineering AND Year=Year;
1281,List all the Conference ID with more than 217 Papers,"SELECT COUNT(*),ConfID FROM ConfID_PaperID GROUP BY ConfID HAVING COUNT(*)>217;"
1549,How many total conferences have been held at Workshop On Natural Language Generation?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Natural Language Generation;
322,List all the Field IDs associated with paperID C86-1026.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C86-1026'
653,List all the affliates located in Prague Czech Republic,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Prague Czech Republic%'
1465,How many number of conference have ID that starts with C-5?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C-5%' ;
717,List all the affliates that contain Agency,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Agency%'"
1410,List all the conference which has beeen conducted in the field with ID F-4,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-4' ;
1306,What is the Conference ID of the conference in which paper of the id P14-2132 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='P14-2132';
995,What is the Name of the Author with ID A-11549 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-11549';
632,List all the Paper IDs of the paper with title starting with A Pho?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'A Pho%'
637,List all the Paper IDs of the paper with title starting with Biomedical Named Entity Recognition Using Conditional Random Fields And Rich Featur?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Biomedical Named Entity Recognition Using Conditional Random Fields And Rich Featur%'
1330,List the paper ID of the all the paper which in the conference with ID C-487,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-487
1429,What is the Field ID in which the conference with ID C-439 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-439' ;
1437,What is the Field ID in which the conference with ID C-654 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-654' ;
1271,How many number of papers have been published in the conference C-406?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-406' ;
1711,What is the field ID for the topic Lexical Acquisition?,SELECT FieldID FROM FieldID_Topic WHERE Topic=Lexical Acquisition;
1277,List all the Conference ID with more than 268 Papers,"SELECT COUNT(*),ConfID FROM ConfID_PaperID GROUP BY ConfID HAVING COUNT(*)>268;"
1397,How many number of papers have been published with the ID that starts with I?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'I%' ;
1378,How many number of papers have been published with the ID that starts with W05-15?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W05-15%' ;
1684,Which conference was held at Proceedings of the 2009 Workshop on Text and Citation Analysis for Scholarly Digital Libraries (NLPIR4DL) and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Proceedings of the 2009 Workshop on Text and Citation Analysis for Scholarly Digital Libraries (NLPIR4DL) AND Year=Year;
1611,What is the venue for the conference with the ID C-447?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-447;
814,Where is affiliate Purdue University loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Purdue University
650,List all the Paper IDs of the paper with title starting with An Improved CRF based Chinese Langu?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'An Improved CRF based Chinese Langu%'
1035,Name the author whose ID is A-6327,SELECT Name FROM AuthID_Name WHERE AuthID='A-6327';
561,What is title of the paper with PaperID C00-2149?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C00-2149'
686,How many affliates are located in Leuven Belgium,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Leuven Belgium%
582,What is Paper ID of the paper with title ETS: Discriminative Edit Models for Paraphrase Scoring?,SELECT PaperID FROM PaperID_Title WHERE Title = 'ETS: Discriminative Edit Models for Paraphrase Scoring'
1132,What are the IDs of the Authors whose name begin with Gar ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Gar%';
1290,What is the Conference ID of the conference in which paper of the id N07-2045 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='N07-2045';
1206,How many author have name which contains with Stac ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Stac%';
529,What is title of the paper with PaperID W08-1602?,SELECT Title FROM PaperID_Title WHERE PaperID = 'W08-1602'
1082,"What is the ID of the Author whose name is Ohtani, Akira ?","SELECT AuthID FROM AuthID_Name WHERE Name='Ohtani, Akira';"
545,What is title of the paper with PaperID C14-2013?,SELECT Title FROM PaperID_Title WHERE PaperID = 'C14-2013'
1217,How many author have name which contains with T ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%T%';
767,Count all the affliates that contain Academy,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Academy%'
1615,How many conferences held before 2014?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year<2014;
1460,What is the Field ID in which the conference with ID C-102 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-102' ;
489,Print summary of paper D14-1041,SELECT Summary from PaperID_Summary WHERE PaperID = 'D14-1041' 
96,How many papers are written by A-7441?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-7441'
1043,Name the author whose ID is A-3989,SELECT Name FROM AuthID_Name WHERE AuthID='A-3989';
568,What is Paper ID of the paper with title Stock Of Shared Knowledge - A Tool For Solving Pronominal Anaphora?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Stock Of Shared Knowledge - A Tool For Solving Pronominal Anaphora'
1288,What is the Conference ID of the conference in which paper of the id E12-1074 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='E12-1074';
761,Count all the affliates that contain Korea,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Korea%'
882,Count all authids with AF-1563,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1563'
1552,How many total conferences are held in the year 1984?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1984;
910,Give the affiliationid of A-8021  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-8021'"
1061,"What is the ID of the Author whose name is ODonoghue, Tim F ?","SELECT AuthID FROM AuthID_Name WHERE Name='ODonoghue, Tim F';"
207,How many authors contributed to paper W97-1509,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W97-1509' 
397,What are the Fields associated with paperID D14-1117?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'D14-1117'
813,Where is affiliate University of Louisiana loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'University of Louisiana
889,List the number of authors affiliated with each affiliate which have more than 255 authors.,"SELECT Count(*),AffiliationID FROM AuthID_AffiliationID GROUP BY AffiliationID HAVING Count(*) > 255 ORDER BY Count(*) DESC"
402,Count the numberFields associated with paperID W09-2208,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'W09-2208'
785,What is the name of affiliate with AF-155 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-155'"
1603,What is the venue for the conference with the ID C-648?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-648;
1264,How many number of papers have been published in the conference C-199?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-199' ;
1051,"What is the ID of the Author whose name is Jha, Krishna Nanda ?","SELECT AuthID FROM AuthID_Name WHERE Name='Jha, Krishna Nanda';"
647,List all the Paper IDs of the paper with title starting with A Hedgehop over a?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'A Hedgehop over a%'
1651,How many conferences held after 2009?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>2009;
617,List all the Paper IDs of the paper with title starting with Prosodic Cues T?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Prosodic Cues T%'
982,What is the Name of the Author with ID A-2163 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-2163';
740,List all the affliates that contain Mount,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Mount%'"
688,How many affliates are located in Hefei China,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hefei China%
99,How many papers are written by A-8942?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-8942'
823,Where is affiliate Digital Equipment Corporation loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Digital Equipment Corporation
411,Count the numberFields associated with paperID W04-2904,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'W04-2904'
507,Print summary of paper W04-0832,SELECT Summary from PaperID_Summary WHERE PaperID = 'W04-0832' 
1094,"List the Authors whose name begin with Schiehlen, Mic ?","SELECT AuthID FROM AuthID_Name WHERE Name='Schiehlen, Mic';"
1079,"What is the ID of the Author whose name is MadorHaim, Sela ?","SELECT AuthID FROM AuthID_Name WHERE Name='MadorHaim, Sela';"
951,Give number of authorids in field with F-2,SELECT Count(AuthID) FROM AuthID_FieldID WHERE FieldID == 'F-2'
798,What is the name of affiliate with AF-268 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-268'"
201,How many authors contributed to paper P09-2053,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P09-2053' 
135,How many papers are written by A-9648?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-9648'
1074,"What is the ID of the Author whose name is Resnik, Gabriela ?","SELECT AuthID FROM AuthID_Name WHERE Name='Resnik, Gabriela';"
40,List all the papers which are written by author of authorID A-9667.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-9667'
1040,Name the author whose ID is A-5667,SELECT Name FROM AuthID_Name WHERE AuthID='A-5667';
231,List all the authors for P09-1042,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P09-1042' 
1584,What is the venue for the conference with the ID C-81?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-81;
383,What are the Fields associated with paperID D08-1017?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'D08-1017'
289,What is the number of Authors of W12-0212,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W12-0212' 
423,Count the numberFields associated with paperID P09-2048,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'P09-2048'
396,What are the Fields associated with paperID S14-2144?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'S14-2144'
597,What is Paper ID of the paper with title Two Ways to Use a Noisy Parallel News Corpus for Improving Statistical Machine Translation?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Two Ways to Use a Noisy Parallel News Corpus for Improving Statistical Machine Translation'
1593,What is the venue for the conference with the ID C-276?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-276;
1185,"How many author have name which begins with Kuebler, Sa ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Kuebler, Sa%';"
1109,"List the Authors whose name begin with Gunes, Omer Far ?","SELECT AuthID FROM AuthID_Name WHERE Name='Gunes, Omer Far';"
1564,How many total conferences are held in the year 2005?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2005;
652,List all the affliates located in TX,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%TX%'
1175,"How many author have name which begins with Hou,  ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Hou, %';"
1393,How many number of papers have been published with the ID that starts with W04-31?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W04-31%' ;
525,What is title of the paper with PaperID H91-1062?,SELECT Title FROM PaperID_Title WHERE PaperID = 'H91-1062'
64,What are the papers written by A-18129?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-18129'
14,List all the papers which are written by author of authorID A-4542.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-4542'
1203,How many author have name which contains with Sun ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Sun%';
1087,"What is the ID of the Author whose name is Tsai, JiaLin ?","SELECT AuthID FROM AuthID_Name WHERE Name='Tsai, JiaLin';"
497,Print summary of paper N09-1038,SELECT Summary from PaperID_Summary WHERE PaperID = 'N09-1038' 
384,What are the Fields associated with paperID I08-4021?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'I08-4021'
188,How many authors contributed to paper P10-1144,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P10-1144' 
782,What is the name of affiliate with AF-536 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-536'"
217,List all the authors for W08-1601,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W08-1601' 
810,Where is affiliate ENSSB loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'ENSSB
1099,"List the Authors whose name begin with Hastie, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Hastie,';"
897,Give the affiliationid of A-17522  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-17522'"
342,List all the Field IDs associated with paperID W14-3104.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W14-3104'
728,List all the affliates that contain Computer,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Computer%'"
296,What is the number of Authors of D12-1041,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'D12-1041' 
1039,Name the author whose ID is A-2728,SELECT Name FROM AuthID_Name WHERE AuthID='A-2728';
1299,What is the Conference ID of the conference in which paper of the id C86-1079 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='C86-1079';
1553,How many total conferences are held in the year 2001?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2001;
460,what is the summary of paper with paperID W07-0608 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W07-0608' 
1752,Which papers have the keyword ID as K-616?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-616;
834,List all authids with AF-571,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-571'
270,What is the number of Authors of P12-1089,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P12-1089' 
1018,Name the author whose ID is A-16144,SELECT Name FROM AuthID_Name WHERE AuthID='A-16144';
202,How many authors contributed to paper C10-3003,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C10-3003' 
162,List all the authors who contributed to paper N04-1029,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'N04-1029' 
1657,How many conferences held after 1986?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1986;
744,Count all the affliates that contain Yale,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Yale%'
406,Count the numberFields associated with paperID P98-1098,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'P98-1098'
709,How many affliates are located in Ottawa ON,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Ottawa ON%
1571,How many total conferences are held in the year 2013?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2013;
1152,What are the IDs of the Authors whose name begin with Ro ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ro%';
570,What is Paper ID of the paper with title Prediction of Maximal Projection for Semantic Role Labeling?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Prediction of Maximal Projection for Semantic Role Labeling'
1442,What is the Field ID in which the conference with ID C-222 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-222' ;
1044,Name the author whose ID is A-12902,SELECT Name FROM AuthID_Name WHERE AuthID='A-12902';
1048,Name the author whose ID is A-8221,SELECT Name FROM AuthID_Name WHERE AuthID='A-8221';
1440,What is the Field ID in which the conference with ID C-229 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-229' ;
1664,Which conference was held at Workshop On Human Language Technology And Knowledge Management and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Human Language Technology And Knowledge Management AND Year=Year;
1127,"What are the IDs of the Authors whose name begin with Meng, Y ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Meng, Y%';"
206,How many authors contributed to paper W06-3918,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W06-3918' 
34,List all the papers which are written by author of authorID A-7650.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-7650'
794,What is the name of affiliate with AF-1272 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1272'"
513,Print summary of paper W06-1410,SELECT Summary from PaperID_Summary WHERE PaperID = 'W06-1410' 
1518,How many total conferences have been held at SIGLEX Workshop On Deep Lexical Acquisition?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=SIGLEX Workshop On Deep Lexical Acquisition;
1546,How many total conferences have been held at Workshop on Predicting and Improving Text Readability for target reader populations?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Predicting and Improving Text Readability for target reader populations;
1729,Which papers have the keyword ID as K-5203?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-5203;
1418,List all the Field ID with more than 16 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>16;"
92,How many papers are written by A-5000?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-5000'
1389,How many number of papers have been published with the ID that starts with W10?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W10%' ;
916,Give the affiliationid of A-9966  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-9966'"
569,What is Paper ID of the paper with title Session 9: Government Panel?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Session 9: Government Panel'
1395,How many number of papers have been published with the ID that starts with W04-0?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W04-0%' ;
795,What is the name of affiliate with AF-672 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-672'"
242,List all the authors for A83-1030,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'A83-1030' 
13,List all the papers which are written by author of authorID A-5451.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-5451'
320,List all the Field IDs associated with paperID P06-1041.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P06-1041'
605,What is Paper ID of the paper with title Overview Of The Fourth DARPA Speech And Natural Language Workshop?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Overview Of The Fourth DARPA Speech And Natural Language Workshop'
392,What are the Fields associated with paperID W99-0501?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W99-0501'
1321,What is the Conference ID of the conference in which paper of the id W14-4209 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='W14-4209';
167,List all the authors who contributed to paper P06-3002,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P06-3002' 
859,Count all authids with AF-1395,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1395'
20,List all the papers which are written by author of authorID A-18474.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-18474'
651,List all the Paper IDs of the paper with title starting with KUNL?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'KUNL%'
1579,What is the venue for the conference with the ID C-364?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-364;
1177,"How many author have name which begins with Wilson, Chr ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Wilson, Chr%';"
1599,What is the venue for the conference with the ID C-335?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-335;
850,List all authids with AF-177,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-177'
1291,What is the Conference ID of the conference in which paper of the id W06-0802 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='W06-0802';
1670,Which conference was held at Workshop On From Research To Commercial Applications: Making NLP Work In Practice and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On From Research To Commercial Applications: Making NLP Work In Practice AND Year=Year;
567,What is Paper ID of the paper with title Addressee Identification In Face-To-Face Meetings?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Addressee Identification In Face-To-Face Meetings'
1709,What is the field ID for the topic Language Annotation?,SELECT FieldID FROM FieldID_Topic WHERE Topic=Language Annotation;
691,How many affliates are located in Nagasaki Japan,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Nagasaki Japan%
979,What is the Name of the Author with ID A-757 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-757';
190,How many authors contributed to paper P11-1007,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P11-1007' 
998,What is the Name of the Author with ID A-10486 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-10486';
705,How many affliates are located in Porto Alegre Brazil,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Porto Alegre Brazil%
1568,How many total conferences are held in the year 1975?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1975;
515,Print summary of paper E89-1023,SELECT Summary from PaperID_Summary WHERE PaperID = 'E89-1023' 
1105,List the Authors whose name begin with Olte ?,SELECT AuthID FROM AuthID_Name WHERE Name='Olte';
479,what is the summary of paper with paperID P04-3032 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'P04-3032' 
1663,Which conference was held at Workshop On The Computational Treatment Of Nominals and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On The Computational Treatment Of Nominals AND Year=Year;
875,Count all authids with AF-392,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-392'
766,Count all the affliates that contain Computers,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Computers%'
253,List all the authors for W11-1601,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W11-1601' 
21,List all the papers which are written by author of authorID A-17582.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-17582'
1361,List the paper ID of the all the paper which in the conference with ID C-135,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-135
464,what is the summary of paper with paperID N10-1089 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'N10-1089' 
